2022-12-28 09:27:49,754 [main][] INFO  c.a.u.UCApplication Starting UCApplication using Java 1.8.0_102 on LAPTOP-4AHHCIO7 with PID 12784 (D:\workspace\wrokspace-spring\guli-parent\service\service-uc\target\classes started by Songbing in D:\workspace\wrokspace-spring\guli-parent) 
2022-12-28 10:04:36,486 [main][] INFO  c.a.u.UCApplication Starting UCApplication using Java 1.8.0_102 on LAPTOP-4AHHCIO7 with PID 28660 (D:\workspace\wrokspace-spring\guli-parent\service\service-uc\target\classes started by Songbing in D:\workspace\wrokspace-spring\guli-parent) 
2022-12-28 10:04:36,496 [main][] INFO  c.a.u.UCApplication No active profile set, falling back to default profiles: default 
2022-12-28 10:04:38,040 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode! 
2022-12-28 10:04:38,043 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
2022-12-28 10:04:38,077 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 14 ms. Found 0 Redis repository interfaces. 
2022-12-28 10:04:38,828 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat initialized with port(s): 8082 (http) 
2022-12-28 10:04:38,842 [main][] INFO  o.a.c.h.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8082"] 
2022-12-28 10:04:38,843 [main][] INFO  o.a.c.c.StandardService Starting service [Tomcat] 
2022-12-28 10:04:38,844 [main][] INFO  o.a.c.c.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.41] 
2022-12-28 10:04:39,041 [main][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring embedded WebApplicationContext 
2022-12-28 10:04:39,041 [main][] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 2404 ms 
2022-12-28 10:04:42,503 [main][] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2022-12-28 10:04:42,676 [main][] INFO  o.s.s.c.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor' 
2022-12-28 10:04:43,104 [main][] INFO  o.s.s.w.DefaultSecurityFilterChain Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3c6fb501, org.springframework.security.web.context.SecurityContextPersistenceFilter@7e20f4e3, org.springframework.security.web.header.HeaderWriterFilter@68f69ca3, org.springframework.security.web.authentication.logout.LogoutFilter@6edd4fe2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4f6ff62, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@527d5e48, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@58a8ea6f, org.springframework.security.web.session.SessionManagementFilter@2579d8a, org.springframework.security.web.access.ExceptionTranslationFilter@7e76a66f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5d5ae6aa] 
2022-12-28 10:04:43,166 [main][] INFO  o.a.c.h.Http11NioProtocol Starting ProtocolHandler ["http-nio-8082"] 
2022-12-28 10:04:43,192 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat started on port(s): 8082 (http) with context path '' 
2022-12-28 10:04:43,194 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Context refreshed 
2022-12-28 10:04:43,214 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s) 
2022-12-28 10:04:43,265 [main][] INFO  s.d.s.w.s.ApiListingReferenceScanner Scanning for api listing references 
2022-12-28 10:04:43,440 [main][] WARN  s.d.s.w.r.p.ParameterDataTypeReader Trying to infer dataType java.lang.Long[] 
2022-12-28 10:04:43,479 [main][] INFO  c.a.u.UCApplication Started UCApplication in 7.84 seconds (JVM running for 10.889) 
2022-12-28 10:05:02,028 [http-nio-8082-exec-2][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring DispatcherServlet 'dispatcherServlet' 
2022-12-28 10:05:02,028 [http-nio-8082-exec-2][] INFO  o.s.w.s.DispatcherServlet Initializing Servlet 'dispatcherServlet' 
2022-12-28 10:05:02,030 [http-nio-8082-exec-2][] INFO  o.s.w.s.DispatcherServlet Completed initialization in 1 ms 
2022-12-28 10:05:50,324 [http-nio-8082-exec-8][] INFO  c.a.d.p.DruidDataSource {dataSource-1} inited 
2022-12-28 10:05:50,822 [http-nio-8082-exec-8][] DEBUG c.a.u.m.U.selectList ==>  Preparing: SELECT id,username,password,nick_name,avatar,phone,email,status,is_deleted,gmt_create,gmt_modified FROM uc_user WHERE is_deleted=0 AND (username = ?) 
2022-12-28 10:05:50,911 [http-nio-8082-exec-8][] DEBUG c.a.u.m.U.selectList ==> Parameters: admin(String) 
2022-12-28 10:05:50,981 [http-nio-8082-exec-8][] DEBUG c.a.u.m.U.selectList <==      Total: 1 
2022-12-28 10:05:52,968 [SpringContextShutdownHook][] INFO  o.s.s.c.ThreadPoolTaskExecutor Shutting down ExecutorService 'applicationTaskExecutor' 
2022-12-28 10:05:53,010 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-1} closing ... 
2022-12-28 10:05:53,020 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-1} closed 
2022-12-28 10:51:01,224 [main][] INFO  c.a.u.UCApplication Starting UCApplication using Java 1.8.0_102 on LAPTOP-4AHHCIO7 with PID 25084 (D:\workspace\wrokspace-spring\guli-parent\service\service-uc\target\classes started by Songbing in D:\workspace\wrokspace-spring\guli-parent) 
2022-12-28 10:51:01,254 [main][] INFO  c.a.u.UCApplication No active profile set, falling back to default profiles: default 
2022-12-28 10:51:02,742 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode! 
2022-12-28 10:51:02,745 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
2022-12-28 10:51:02,789 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 15 ms. Found 0 Redis repository interfaces. 
2022-12-28 10:51:03,637 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat initialized with port(s): 8082 (http) 
2022-12-28 10:51:03,649 [main][] INFO  o.a.c.h.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8082"] 
2022-12-28 10:51:03,650 [main][] INFO  o.a.c.c.StandardService Starting service [Tomcat] 
2022-12-28 10:51:03,650 [main][] INFO  o.a.c.c.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.41] 
2022-12-28 10:51:03,773 [main][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring embedded WebApplicationContext 
2022-12-28 10:51:03,773 [main][] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 2390 ms 
2022-12-28 10:51:07,554 [main][] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2022-12-28 10:51:07,730 [main][] INFO  o.s.s.c.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor' 
2022-12-28 10:51:08,298 [main][] INFO  o.s.s.w.DefaultSecurityFilterChain Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4780341, org.springframework.security.web.context.SecurityContextPersistenceFilter@4d4c4b14, org.springframework.security.web.header.HeaderWriterFilter@6c1bebca, org.springframework.security.web.authentication.logout.LogoutFilter@6fc7e828, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@11170228, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@32d1d6c5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3c910acd, org.springframework.security.web.session.SessionManagementFilter@7c048b30, org.springframework.security.web.access.ExceptionTranslationFilter@78743dd8, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5f9a8ddc] 
2022-12-28 10:51:08,358 [main][] INFO  o.a.c.h.Http11NioProtocol Starting ProtocolHandler ["http-nio-8082"] 
2022-12-28 10:51:08,385 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat started on port(s): 8082 (http) with context path '' 
2022-12-28 10:51:08,386 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Context refreshed 
2022-12-28 10:51:08,406 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s) 
2022-12-28 10:51:08,458 [main][] INFO  s.d.s.w.s.ApiListingReferenceScanner Scanning for api listing references 
2022-12-28 10:51:08,647 [main][] WARN  s.d.s.w.r.p.ParameterDataTypeReader Trying to infer dataType java.lang.Long[] 
2022-12-28 10:51:08,681 [main][] INFO  c.a.u.UCApplication Started UCApplication in 9.064 seconds (JVM running for 12.624) 
2022-12-28 10:51:36,974 [http-nio-8082-exec-1][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring DispatcherServlet 'dispatcherServlet' 
2022-12-28 10:51:36,974 [http-nio-8082-exec-1][] INFO  o.s.w.s.DispatcherServlet Initializing Servlet 'dispatcherServlet' 
2022-12-28 10:51:36,976 [http-nio-8082-exec-1][] INFO  o.s.w.s.DispatcherServlet Completed initialization in 2 ms 
2022-12-28 10:51:49,954 [http-nio-8082-exec-8][] INFO  c.a.d.p.DruidDataSource {dataSource-1} inited 
2022-12-28 10:51:50,160 [http-nio-8082-exec-8][] DEBUG c.a.u.m.U.selectList ==>  Preparing: SELECT id,username,password,nick_name,avatar,phone,email,status,is_deleted,gmt_create,gmt_modified FROM uc_user WHERE is_deleted=0 AND (username = ?) 
2022-12-28 10:51:50,221 [http-nio-8082-exec-8][] DEBUG c.a.u.m.U.selectList ==> Parameters: admin(String) 
2022-12-28 10:51:50,259 [http-nio-8082-exec-8][] DEBUG c.a.u.m.U.selectList <==      Total: 1 
2022-12-28 11:07:22,639 [SpringContextShutdownHook][] INFO  o.s.s.c.ThreadPoolTaskExecutor Shutting down ExecutorService 'applicationTaskExecutor' 
2022-12-28 11:07:22,663 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-1} closing ... 
2022-12-28 11:07:22,671 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-1} closed 
2022-12-28 11:08:20,220 [main][] INFO  c.a.u.UCApplication Starting UCApplication using Java 1.8.0_102 on LAPTOP-4AHHCIO7 with PID 22748 (D:\workspace\wrokspace-spring\guli-parent\service\service-uc\target\classes started by Songbing in D:\workspace\wrokspace-spring\guli-parent) 
2022-12-28 11:08:20,223 [main][] INFO  c.a.u.UCApplication No active profile set, falling back to default profiles: default 
2022-12-28 11:08:21,561 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode! 
2022-12-28 11:08:21,564 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
2022-12-28 11:08:21,611 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces. 
2022-12-28 11:08:22,390 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat initialized with port(s): 8082 (http) 
2022-12-28 11:08:22,402 [main][] INFO  o.a.c.h.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8082"] 
2022-12-28 11:08:22,403 [main][] INFO  o.a.c.c.StandardService Starting service [Tomcat] 
2022-12-28 11:08:22,404 [main][] INFO  o.a.c.c.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.41] 
2022-12-28 11:08:22,531 [main][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring embedded WebApplicationContext 
2022-12-28 11:08:22,531 [main][] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 2239 ms 
2022-12-28 11:08:26,530 [main][] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2022-12-28 11:08:26,660 [main][] INFO  o.s.s.c.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor' 
2022-12-28 11:08:27,139 [main][] INFO  o.s.s.w.DefaultSecurityFilterChain Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@401b67a9, org.springframework.security.web.context.SecurityContextPersistenceFilter@77d959f1, org.springframework.security.web.header.HeaderWriterFilter@672d8370, org.springframework.security.web.authentication.logout.LogoutFilter@1ba7db2a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@54f69311, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4b22214d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e3ee457, org.springframework.security.web.session.SessionManagementFilter@126af200, org.springframework.security.web.access.ExceptionTranslationFilter@49f50c8f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@57a5b03] 
2022-12-28 11:08:27,209 [main][] INFO  o.a.c.h.Http11NioProtocol Starting ProtocolHandler ["http-nio-8082"] 
2022-12-28 11:08:27,234 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat started on port(s): 8082 (http) with context path '' 
2022-12-28 11:08:27,236 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Context refreshed 
2022-12-28 11:08:27,258 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s) 
2022-12-28 11:08:27,311 [main][] INFO  s.d.s.w.s.ApiListingReferenceScanner Scanning for api listing references 
2022-12-28 11:08:27,497 [main][] WARN  s.d.s.w.r.p.ParameterDataTypeReader Trying to infer dataType java.lang.Long[] 
2022-12-28 11:08:27,531 [main][] INFO  c.a.u.UCApplication Started UCApplication in 8.367 seconds (JVM running for 11.269) 
2022-12-28 11:08:33,171 [http-nio-8082-exec-1][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring DispatcherServlet 'dispatcherServlet' 
2022-12-28 11:08:33,172 [http-nio-8082-exec-1][] INFO  o.s.w.s.DispatcherServlet Initializing Servlet 'dispatcherServlet' 
2022-12-28 11:08:33,174 [http-nio-8082-exec-1][] INFO  o.s.w.s.DispatcherServlet Completed initialization in 2 ms 
2022-12-28 11:35:06,962 [SpringContextShutdownHook][] INFO  o.s.s.c.ThreadPoolTaskExecutor Shutting down ExecutorService 'applicationTaskExecutor' 
2022-12-28 11:35:06,990 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-0} closing ... 
2022-12-28 11:35:15,124 [main][] INFO  c.a.u.UCApplication Starting UCApplication using Java 1.8.0_102 on LAPTOP-4AHHCIO7 with PID 25952 (D:\workspace\wrokspace-spring\guli-parent\service\service-uc\target\classes started by Songbing in D:\workspace\wrokspace-spring\guli-parent) 
2022-12-28 11:35:15,131 [main][] INFO  c.a.u.UCApplication No active profile set, falling back to default profiles: default 
2022-12-28 11:35:16,475 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode! 
2022-12-28 11:35:16,479 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
2022-12-28 11:35:16,528 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces. 
2022-12-28 11:35:17,364 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat initialized with port(s): 8082 (http) 
2022-12-28 11:35:17,396 [main][] INFO  o.a.c.h.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8082"] 
2022-12-28 11:35:17,399 [main][] INFO  o.a.c.c.StandardService Starting service [Tomcat] 
2022-12-28 11:35:17,401 [main][] INFO  o.a.c.c.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.41] 
2022-12-28 11:35:17,594 [main][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring embedded WebApplicationContext 
2022-12-28 11:35:17,595 [main][] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 2361 ms 
2022-12-28 11:35:21,206 [main][] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2022-12-28 11:35:21,337 [main][] INFO  o.s.s.c.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor' 
2022-12-28 11:35:21,802 [main][] INFO  o.s.s.w.DefaultSecurityFilterChain Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@12270a01, org.springframework.security.web.context.SecurityContextPersistenceFilter@2904bc56, org.springframework.security.web.header.HeaderWriterFilter@6150afc6, org.springframework.security.web.authentication.logout.LogoutFilter@1d8dbf10, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@69b1e8f8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@432f4626, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4552f905, org.springframework.security.web.session.SessionManagementFilter@4a2d66e, org.springframework.security.web.access.ExceptionTranslationFilter@76ed7573, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6fa7ce4] 
2022-12-28 11:37:22,125 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat started on port(s): 8082 (http) with context path '' 
2022-12-28 11:37:22,129 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Context refreshed 
2022-12-28 11:37:22,178 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s) 
2022-12-28 11:37:22,282 [main][] INFO  s.d.s.w.s.ApiListingReferenceScanner Scanning for api listing references 
2022-12-28 11:37:22,565 [main][] WARN  s.d.s.w.r.p.ParameterDataTypeReader Trying to infer dataType java.lang.Long[] 
2022-12-28 11:37:22,598 [main][] INFO  c.a.u.UCApplication Started UCApplication in 128.445 seconds (JVM running for 131.445) 
2022-12-28 11:37:23,631 [SpringContextShutdownHook][] INFO  o.s.s.c.ThreadPoolTaskExecutor Shutting down ExecutorService 'applicationTaskExecutor' 
2022-12-28 11:37:23,657 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-0} closing ... 
2022-12-28 11:37:30,203 [main][] INFO  c.a.u.UCApplication Starting UCApplication using Java 1.8.0_102 on LAPTOP-4AHHCIO7 with PID 17204 (D:\workspace\wrokspace-spring\guli-parent\service\service-uc\target\classes started by Songbing in D:\workspace\wrokspace-spring\guli-parent) 
2022-12-28 11:37:30,208 [main][] INFO  c.a.u.UCApplication No active profile set, falling back to default profiles: default 
2022-12-28 11:37:31,474 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode! 
2022-12-28 11:37:31,479 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Bootstrapping Spring Data Redis repositories in DEFAULT mode. 
2022-12-28 11:37:31,531 [main][] INFO  o.s.d.r.c.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 17 ms. Found 0 Redis repository interfaces. 
2022-12-28 11:37:32,324 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat initialized with port(s): 8082 (http) 
2022-12-28 11:37:32,336 [main][] INFO  o.a.c.h.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8082"] 
2022-12-28 11:37:32,337 [main][] INFO  o.a.c.c.StandardService Starting service [Tomcat] 
2022-12-28 11:37:32,337 [main][] INFO  o.a.c.c.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.41] 
2022-12-28 11:37:32,516 [main][] INFO  o.a.c.c.C.[.[.[/] Initializing Spring embedded WebApplicationContext 
2022-12-28 11:37:32,516 [main][] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 2235 ms 
2022-12-28 11:37:36,283 [main][] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2022-12-28 11:37:36,451 [main][] INFO  o.s.s.c.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor' 
2022-12-28 11:44:43,187 [main][] INFO  o.s.s.w.DefaultSecurityFilterChain Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@673a9db4, org.springframework.security.web.context.SecurityContextPersistenceFilter@672d8370, org.springframework.security.web.header.HeaderWriterFilter@54f25b42, org.springframework.security.web.authentication.logout.LogoutFilter@57515944, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4f82248f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7bb25046, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@183ef89a, org.springframework.security.web.session.SessionManagementFilter@6297cb4b, org.springframework.security.web.access.ExceptionTranslationFilter@46d69ca4, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@30665461] 
2022-12-28 11:44:48,708 [main][] INFO  o.a.c.h.Http11NioProtocol Starting ProtocolHandler ["http-nio-8082"] 
2022-12-28 11:44:48,747 [main][] INFO  o.s.b.w.e.t.TomcatWebServer Tomcat started on port(s): 8082 (http) with context path '' 
2022-12-28 11:44:48,748 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Context refreshed 
2022-12-28 11:44:48,774 [main][] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper Found 1 custom documentation plugin(s) 
2022-12-28 11:44:48,840 [main][] INFO  s.d.s.w.s.ApiListingReferenceScanner Scanning for api listing references 
2022-12-28 11:44:49,025 [main][] WARN  s.d.s.w.r.p.ParameterDataTypeReader Trying to infer dataType java.lang.Long[] 
2022-12-28 11:44:49,056 [main][] INFO  c.a.u.UCApplication Started UCApplication in 439.741 seconds (JVM running for 442.637) 
2022-12-28 14:47:55,464 [SpringContextShutdownHook][] INFO  o.s.s.c.ThreadPoolTaskExecutor Shutting down ExecutorService 'applicationTaskExecutor' 
2022-12-28 14:47:55,732 [SpringContextShutdownHook][] INFO  c.a.d.p.DruidDataSource {dataSource-0} closing ... 
